"Romulus","","Ich bin nun der Champion von Gladiatoren Bucht!                                                                                                                     ","DIA_Starszy_HELLO1_15_14"
"Elder","Proxemo ist tot? Und du sagst die Wahrheit?                                                                                                                     ","DIA_Starszy_HELLO1_03_15"
"Romulus","","Ja, er starb während des Sklavenaufstands.                                                                                                                     ","DIA_Starszy_HELLO1_15_16"
"Elder","Du hast also Hermes besiegt?                                                                                                                     ","DIA_Starszy_HELLO1_03_17"
"Romulus","","Ja genau.                                                                                                                     ","DIA_Starszy_HELLO1_15_18"
"Elder","Wenn du der Champion und Bezwinger von Hermes bist, musst du es beweisen. Dann lasse ich dich für das Turnier anmelden.                                                                                                                     ","DIA_Starszy_HELLO1_03_19"
"Romulus","","Wie kann ich es beweißen?                                                                                                                     ","DIA_Starszy_HELLO1_15_20"
"Elder","Ganz einfach. Besiege Garg im Kampf.                                                                                                                     ","DIA_Starszy_HELLO1_03_21"
"Romulus","","Wer ist das?                                                                                                                     ","DIA_Starszy_HELLO1_15_22"
"Elder","Ein Schläger aus unserem Dorf, der schon lange in die Arena wollte. Wenn du ihn besiegst, wird dein Name auf der Liste stehen.                                                                                                                     ","DIA_Starszy_HELLO1_03_23"
"Elder","Ganz nebenbei, wie heißt du?                                                                                                                     ","DIA_Starszy_HELLO1_03_24"
"Romulus","","Mein Name ist Romulus.                                                                                                                     ","DIA_Starszy_HELLO1_15_25"
"Elder","In Ordnung. Finde irgendwo Garg. Denke daran das soll ein normales Duell sein! Tötet euch nicht gegenseitig, das ist kein Arenakampf!                                                                                                                     ","DIA_Starszy_HELLO1_03_26"
"Romulus","","Natürlich.                                                                                                                     ","DIA_Starszy_HELLO1_15_27"

"","","","","DIA_STARSZY_HELLO2"
"Elder","Ziemlich gut. Okay, ich setze dich auf die Liste.                                                                                                                     ","DIA_STARSZY_HELLO2_03_01"
"Elder","Wahrscheinlich kennst du die Regeln.                                                                                                                     ","DIA_STARSZY_HELLO2_03_02"
"Romulus","","Ich kenne sie sehr gut.                                                                                                                     ","DIA_STARSZY_HELLO2_15_03"
"Elder","Gut dann muss ich dir ja nichts mehr erklären.                                                                                                                     ","DIA_STARSZY_HELLO2_03_04"
"Elder","Das Turnier beginnt in Kürze. Wenn du bereit bist, melde dich beim Arenaleiter.                                                                                                                     ","DIA_STARSZY_HELLO2_03_05"
"Romulus","","Alles klar.                                                                                                                     ","DIA_STARSZY_HELLO2_15_06"

"","","","","DIA_STARSZY_WHY1"
"Romulus","","Warum hast du hier eine Arena gebaut?                                                                                                                     ","DIA_STARSZY_WHY1_15_01"
"Elder","Ganz einfach. Es war nicht mehr rentabel, Getreide an andere Siedlungen zu verkaufen.                                                                                                                     ","DIA_STARSZY_WHY1_03_02"
"Elder","Seit Rezenhart an der Macht ist, zahlen sich nur Kämpfe in der Arena, Spiele und Turniere aus.                                                                                                                     ","DIA_STARSZY_WHY1_03_03"
"Elder","Alle Arten von Spektakel für die Reichen.                                                                                                                     ","DIA_STARSZY_WHY1_03_04"
"Elder","Ich wollte nicht bankrott gehen, weil das Getreide immer billiger wurde.                                                                                                                     ","DIA_STARSZY_WHY1_03_05"
"Elder","Ich habe mehr Geld für die Herstellung ausgegeben als für den Verkauf.                                                                                                                     ","DIA_STARSZY_WHY1_03_06"
"Elder","Ich beschloss, auf risiko zu Spielen, aber wie sich später herausstellte - War es doch sehr profitabel.                                                                                                                     ","DIA_STARSZY_WHY1_03_07"
"Elder","Wir haben eine Arena gebaut, ich habe die Männer des Königs hierher gebracht, um ihr den richtigen Status zu verleihen, und so wurde ich Besitzer der Arena im Dorf Gallen.                                                                                                                     ","DIA_STARSZY_WHY1_03_08"
"Elder","Du verstehst? Meine Arena gehört zu den 10 Arenen im Königreich.                                                                                                                     ","DIA_STARSZY_WHY1_03_09"
"Elder","Ich häufe langsam aber sicher ein riesiges Vermögen an.                                                                                                                     ","DIA_STARSZY_WHY1_03_10"

"","","","","DIA_STARSZY_MYSLIWKI"
"Romulus","","Und was ist dieses Lager außerhalb des Dorfes?                                                                                                                     ","DIA_STARSZY_MYSLIWKI_15_01"
"Elder","Das ist das Lager der Jäger. Du kannst sie dir auch anschauen.                                                                                                                     ","DIA_STARSZY_MYSLIWKI_03_02"
"Elder","Gelegentlich gehen sie im großen Wald auf die Jagd. Wer weiß, vielleicht kannst dich ihnen ja anschließen.                                                                                                                     ","DIA_STARSZY_MYSLIWKI_03_03"
"Elder","Wenn du dich ihnen anschließst, wirst du sicherlich viele Gewinne erzielen, nicht nur in Gold, sondern auch in wertvoller Erfahrung.                                                                                                                     ","DIA_STARSZY_MYSLIWKI_03_04"
"Romulus","","Wahrscheinlich.                                                                                                                     ","DIA_STARSZY_MYSLIWKI_15_05"

"","","","","DIA_STARSZY_HELLO3"
"Elder","Und nimm die Hütte, die neben meinem Haus steht.                                                                                                                     ","DIA_STARSZY_HELLO3_03_01"
"Elder","Sie steht direkt am Fluss, links vom Eingang zu meinem Haus.                                                                                                                     ","DIA_STARSZY_HELLO3_03_02"
"Romulus","","Danke.                                                                                                                     ","DIA_STARSZY_HELLO3_15_03"

"","","","","DIA_Starszy_GRATA"
"Elder","Glückwunsch. Vielleicht habe ich mich in dir geirrt und du bist tatsächlich der Herr der Gladiatoren-Bucht.                                                                                                                     ","DIA_Starszy_GRATA_03_01"
"Romulus","","Ich bin es und werde es auch bald hier sein.                                                                                                                     ","DIA_Starszy_GRATA_15_02"
"Elder","Wir werden es sehen.                                                                                                                     ","DIA_Starszy_GRATA_03_03"
"Elder","Wenn du außerhalb von Kämpfen nebenbei zusätzliches Geld verdienen möchtest, ist das in Ordnung.                                                                                                                     ","DIA_Starszy_GRATA_03_04"
"Elder","Meine Männer haben bestimmt Aufgaben für dich.                                                                                                                     ","DIA_Starszy_GRATA_03_05"
"Elder","Schau dich nach jedem Kampf um, vielleicht hat jemand eine Aufgabe für dich.                                                                                                                     ","DIA_Starszy_GRATA_03_06"

"","","","","DIA_Starszy_HELPES"
"(COMBINED: This dialogue contains speeches which are used in combination to create another dialogues depend of player decisions. That's why, not all speeches are sequential. Partially this dialogue is sequential, but please don't treat in this way enterily dialogue.)"
"Romulus","","Braucht jemand meine Hilfe?                                                                                                                     ","DIA_Starszy_HELPES_15_01"
"Elder","Sprich mit dem Gesellen des Alchemisten. Ich habe gehört, er hat ein Problem mit irgendetwas.                                                                                                                     ","DIA_Starszy_HELPES_03_02"
"Elder","Sprich mit dem Hirten. Die Wölfe machen ihm wieder zu schaffen.                                                                                                                     ","DIA_Starszy_HELPES_03_03"
"Elder","Sprich mit dem Wachkommandanten. Da ist etwas, was du gebrauchen könntest.                                                                                                                     ","DIA_Starszy_HELPES_03_04"
"Elder","Du hast dich um alles gekümmert. Im Moment braucht niemand deine Hilfe.                                                                                                                     ","DIA_Starszy_HELPES_03_05"
"Elder","Nein. Schau später wieder vorbei, vielleicht nach dem Kampf in der Arena.                                                                                                                     ","DIA_Starszy_HELPES_03_06"

"","","","","DIA_Starszy_OKURWAA"
"Elder","Herzlichen Glückwunsch, du musst nur noch gegen den Champion kämpfen!                                                                                                                     ","DIA_Starszy_OKURWAA_03_01"
"Romulus","","Tut mir leid, aber ich muss mich richtig auf den Kampf vorbereiten. Ich habe keine Zeit zum Reden.                                                                                                                     ","DIA_Starszy_OKURWAA_15_02"
"Elder","Natürlich, aber nimm das.                                                                                                                     ","DIA_Starszy_OKURWAA_03_03"
"Romulus","","Was ist das?                                                                                                                     ","DIA_Starszy_OKURWAA_15_04"
"Elder","Ein Sack Gold.                                                                                                                     ","DIA_Starszy_OKURWAA_03_05"
"Romulus","","Warum gibst du mir das?                                                                                                                     ","DIA_Starszy_OKURWAA_15_06"
"Elder","Weil ich will, dass du gewinnst.                                                                                                                     ","DIA_Starszy_OKURWAA_03_07"
"Elder","Wir werden irgendwann nochmal darüber sprechen.                                                                                                                     ","DIA_Starszy_OKURWAA_03_08"
"Elder","Geh jetzt. Der wichtigste Kampf liegt vor dir.                                                                                                                     ","DIA_Starszy_OKURWAA_03_09"

"","","","","DIA_Starszy_OMAJHASZ"
"Elder","Meine herzlichsten Glückwünsche!                                                                                                                     ","DIA_Starszy_OMAJHASZ_03_01"
"Elder","Wir haben einen neuen Arena-Champion!                                                                                                                     ","DIA_Starszy_OMAJHASZ_03_02"
"Elder","Ich werde zu Ehren deines Sieges ein Festessen im Gasthaus veranstalten.                                                                                                                     ","DIA_Starszy_OMAJHASZ_03_03"
"Romulus","","Ich habe keine Zeit, ich muss weiter.                                                                                                                     ","DIA_Starszy_OMAJHASZ_15_04"
"Elder","Warum hast du es so eilig?                                                                                                                     ","DIA_Starszy_OMAJHASZ_03_05"
"Romulus","","Ich habe meine Gründe.                                                                                                                     ","DIA_Starszy_OMAJHASZ_15_06"
"Elder","Willst du ein Champion in jeder Arena werden?                                                                                                                     ","DIA_Starszy_OMAJHASZ_03_07"
"Elder","Sorry, aber das erscheint mir unwahrscheinlich.                                                                                                                     ","DIA_Starszy_OMAJHASZ_03_08"
"Romulus","","Das ist mir egal!                                                                                                                     ","DIA_Starszy_OMAJHASZ_15_09"
"Romulus","","Tut mir leid, ich bin einfach erschöpft. Vielen Dank für die Organisation eines Festmahls zu meinen Ehren, aber ich kann nicht dabei sein.                                                                                                                     ","DIA_Starszy_OMAJHASZ_15_10"
"Romulus","","Ich muss wirklich weitermachen.                                                                                                                     ","DIA_Starszy_OMAJHASZ_15_11"
"Elder","Ruh dich wenigstens aus, schlaf ein bisschen. Morgen bringe ich dich zum Ausgang des Tals.                                                                                                                     ","DIA_Starszy_OMAJHASZ_03_12"
"Elder","In Ordnung?                                                                                                                     ","DIA_Starszy_OMAJHASZ_03_13"
"Romulus","","Inordnung, danke!                                                                                                                     ","DIA_Starszy_OMAJHASZ_15_14"

"","","","","DIA_Starszy_IDZIEMYBYQ"
"Elder","Gut geschlafen?                                                                                                                     ","DIA_Starszy_IDZIEMYBYQ_03_01"
"Romulus","","Ja habe ich, können wir jetzt gehen?                                                                                                                     ","DIA_Starszy_IDZIEMYBYQ_15_02"
"Elder","Ja, folge mir.                                                                                                                     ","DIA_Starszy_IDZIEMYBYQ_03_03"

"","","","","DIA_Starszy_ASASFDF"
"Elder","Hier sind wir, außerhalb des Tals.                                                                                                                     ","DIA_Starszy_ASASFDF_03_01"
"Elder","Schade, dass der Champion nur so kurze Zeit in unserem Dorf geblieben ist. Ich dachte, du würdest hier leben.                                                                                                                     ","DIA_Starszy_ASASFDF_03_02"
"Romulus","","Leider habe ich andere Ziele.                                                                                                                     ","DIA_Starszy_ASASFDF_15_03"
"Elder","Was verfolgt dich so sehr, huh? Willst du wirklich ein Champion in jeder Arena werden?                                                                                                                     ","DIA_Starszy_ASASFDF_03_04"
"Romulus","","Ja, in der Tat.                                                                                                                     ","DIA_Starszy_ASASFDF_15_05"
"Elder","Wofür denn? Auch als Champion einer einzigen Arena kannst du dich in Luxus sonnen…                                                                                                                     ","DIA_Starszy_ASASFDF_03_06"
"Romulus","","Es geht nicht ums Geld, sondern um etwas Persönlicheres.                                                                                                                     ","DIA_Starszy_ASASFDF_15_07"
"Elder","Verstehe.                                                                                                                     ","DIA_Starszy_ASASFDF_03_08"
"Elder","In Ordnung, ich werde dich nicht aufhalten. Hier ist der Schlüssel.                                                                                                                     ","DIA_Starszy_ASASFDF_03_09"
"Romulus","","Danke für deine Gastfreundschaft.                                                                                                                     ","DIA_Starszy_ASASFDF_15_10"
"Elder","Wir sehen dich dann!                                                                                                                     ","DIA_Starszy_ASASFDF_03_11"


"","","","",""

