"CHARACTER DESCRIPTION"
"On the king's orders, Proxemo -  the owner of the arena in Gladiator's Bay - slaughtered the inhabitants of the village where Romulus lived. Everyone including him resisted the attackers, but they decided to capture him because he looked strong. He is not reconciled to his predicament, and wants revenge - on Proxemo and then on the king. He is confident, sometimes arrogant. Sometimes he gets out of control and explodes."

"Igor","","Ich bin dir sehr dankbar, jetzt muss ich mir keine Sorgen mehr um mein Leben machen wie früher.                                                                                                                     ","DIA_Igor_HELLO4_03_04"
"Igor","","Wie ich es versprochen habe. Als Gegenleistung für deine Hilfe kann ich dir etwas von meiner Erfahrung in Kampf, Überleben und so weiter geben.                                                                                                                     ","DIA_Igor_HELLO4_03_05"
"Igor","","Ich habe ein bisschen gelebt und viel in meinem Leben gesehen, also denke ich, dass ich dir etwas Nützliches beibringen kann.                                                                                                                     ","DIA_Igor_HELLO4_03_06"

"","","","DIA_Karczmarz_HELLO_SLAVE"
"Innkeeper","","Ein weiterer Sklave, der erwischt wurde, um sein Leben unter der Axt eines Gladiators zu beenden?                                                                                                                     ","DIA_Karczmarz_HELLO_SLAVE_03_01"
"Innkeeper","","Trink ein Bier und genieße das Leben, das dir noch übrig bleibt. Wenn es für einen Mann ein Leben nach dem Tod gibt, sag den Göttern, dass es hier einen Wirt gibt, der denen, die zu Tode geführt wurden, Erleichterung bringt.                                                                                                                     ","DIA_Karczmarz_HELLO_SLAVE_03_02"
"Romulus","Ich werde der Champion dieser Arena!                                                                                                                     ","DIA_Karczmarz_HELLO_SLAVE_15_03"
"Innkeeper","","Ja denkst du? Dann komm wieder hierher zurück, ich verkaufe dir gerne mehr Bier, wenn es dir gefällt.                                                                                                                     ","DIA_Karczmarz_HELLO_SLAVE_03_04"

"","","","DIA_Karczmarz_HELLO_GLAD"
"Innkeeper","","Du bist also der neue Gladiator? Du verdienst ein Bier.                                                                                                                     ","DIA_Karczmarz_HELLO_GLAD_03_01"
"Innkeeper","","Diese sind besser und teurer - Ich nannte es den Wüstenwind.                                                                                                                     ","DIA_Karczmarz_HELLO_GLAD_03_02"
"Romulus","Mach dich bereit für meinen nächsten Sieg.                                                                                                                     ","DIA_Karczmarz_HELLO_GLAD_15_03"
"Innkeeper","","Ha! Solche Gladiatoren brauchen wir hier.                                                                                                                     ","DIA_Karczmarz_HELLO_GLAD_03_04"
"Innkeeper","","Wenn es dir gefällt, lade ich dich ein, mehr zu kaufen.                                                                                                                     ","DIA_Karczmarz_HELLO_GLAD_03_05"

"","","","DIA_Karczmarz_HELLO_SHADOW"
"Innkeeper","","Du Lebst noch? Die meisten haben auf den Schattenläufer gesetzt. Ich glaube, du hast eine Klaue drin stecken. Nicht bewegen, ich nehme sie raus.                                                                                                                     ","DIA_Karczmarz_HELLO_SHADOW_03_01"
"Innkeeper","","Hier für dich - Das Urteil des Schakals.                                                                                                                     ","DIA_Karczmarz_HELLO_SHADOW_03_02"
"Romulus","Du kannst auch ein Bier nach mir nennen, wenn ich ein Champion bin.                                                                                                                     ","DIA_Karczmarz_HELLO_SHADOW_15_03"
"Innkeeper","","Haha! Ich denke darüber nach.                                                                                                                     ","DIA_Karczmarz_HELLO_SHADOW_03_04"
"Innkeeper","","Wenn dir das neue Bier gefallen hat, lade ich dich ein, mehr davon zu kaufen.                                                                                                                     ","DIA_Karczmarz_HELLO_SHADOW_03_05"

"","","","DIA_Karczmarz_FARMERINFO1"
"Innkeeper","","Offenbar nennst du dich selbst den Champion der Gladiator Bucht!!                                                                                                                     ","DIA_Karczmarz_FARMERINFO1_03_01"
"Innkeeper","","Ich glaube dir.                                                                                                                     ","DIA_Karczmarz_FARMERINFO1_03_02"
"Romulus","Danke dir.                                                                                                                     ","DIA_Karczmarz_FARMERINFO1_15_03"
"Innkeeper","","Hier ist unsere Delikatesse: Bauernhonig - obwohl es kein Honig ist.                                                                                                                     ","DIA_Karczmarz_FARMERINFO1_03_04"
"Innkeeper","","Verwirrender Name, aber der Geschmack - Mein Lieber, du wirst in dieser Gegend keinen besseren Schnaps finden.                                                                                                                     ","DIA_Karczmarz_FARMERINFO1_03_05"
"Romulus","Danke.                                                                                                                     ","DIA_Karczmarz_FARMERINFO1_15_06"

"","","","DIA_Karczmarz_FARMERINFO2"
"Innkeeper","","Dieser Kampf war ziemlich spektakulär, ich mochte ihn.                                                                                                                     ","DIA_Karczmarz_FARMERINFO2_03_01"
"Innkeeper","","Du musst durstig sein.                                                                                                                     ","DIA_Karczmarz_FARMERINFO2_03_02"
"Innkeeper","","Ich werde dir kein Wasser geben, weil es schmutzig ist, aber ich muss dir eine andere Delikatesse anbieten.                                                                                                                     ","DIA_Karczmarz_FARMERINFO2_03_03"
"Innkeeper","","Hier sind 7 Buier, für die Gesundheit, deine und meine!                                                                                                                     ","DIA_Karczmarz_FARMERINFO2_03_04"
"Romulus","Danke.                                                                                                                     ","DIA_Karczmarz_FARMERINFO2_15_05"

"","","","DIA_Karczmarka_KARCZMARKA1"
"Innkeeper-female","","Hey! Bist du nicht derjenige, über den alle reden?                                                                                                                     ","DIA_Karczmarka_KARCZMARKA1_03_01"
"Innkeeper-female","","Meine Glückwünsche, Herr der Bucht und des Dorfes.                                                                                                                     ","DIA_Karczmarka_KARCZMARKA1_03_02"
"Innkeeper-female","","Trinke unsere Spezialität, ein Bier mit einem unverwechselbaren Geschmack nach Waldflieder mit dem Zusatz von Heidelbeeren.                                                                                                                     ","DIA_Karczmarka_KARCZMARKA1_03_03"
"Romulus","Danke.                                                                                                                     ","DIA_Karczmarka_KARCZMARKA1_15_04"

"","","","DIA_Karczmarka_KARCZMARKA2"
"Innkeeper-female","","Ich habe deinen Kampf gesehen, was für ein Spektakel.                                                                                                                     ","DIA_Karczmarka_KARCZMARKA2_03_01"
"Innkeeper-female","","Du verdienst eine Belohnung, bitte, hier ist ein weiteres Special.                                                                                                                     ","DIA_Karczmarka_KARCZMARKA2_03_02"
"Innkeeper-female","","Nadelglück, aber keine Sorge, es hat keine Nadeln.                                                                                                                     ","DIA_Karczmarka_KARCZMARKA2_03_03"
"Romulus","Warum also der Name?                                                                                                                     ","DIA_Karczmarka_KARCZMARKA2_15_04"
"Innkeeper-female","","Weil es ein Bier ist, das auf dem Saft von Nadelbäumen gemacht wird, einem alten Rezept.                                                                                                                     ","DIA_Karczmarka_KARCZMARKA2_03_05"

"","","","DIA_Kalycity_REBELQUEST1"
"(Romulus utters the last sentence to confuse possible spies who might overhear them.)"
"Kaly","","Aber sie haben dich gebissen, überlege doch mal, warum wir das tun.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_01"
"Romulus","Ich erinnere mich die ganze Zeit. Ich bin in den Arenen nicht aufzuhalten.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_15_02"
"Kaly","","Hier geht es nicht anders: Entweder du gewinnst oder du stirbst. Ich bin mir jedoch nicht sicher, ob der König dem Kampf zustimmen wird.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_03"
"Romulus","Warum? Ich habe das Recht, ihn herauszufordern!                                                                                                                     ","DIA_Kalycity_REBELQUEST1_15_04"
"Kaly","","Er könnte seinen Vater töten, er könnte das Gesetz missachten…                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_05"
"Romulus","Was ist mit seiner Armee, seinen Wachen und seiner Aristokratie? Sie werden den Respekt vor ihm verlieren!                                                                                                                     ","DIA_Kalycity_REBELQUEST1_15_06"
"Kaly","","Wenn er dich nicht in der Hand gehabt hätte, hättst du ihn schon gestürzt. Aber lass mich ausreden. Während meiner Abwesenheit war ich damit beschäftigt, eine Rebellion zu organisieren.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_07"
"Kaly","","Ich versammle die Menschen. Die Gladiatoren Bucht war es auch, als ich auf dich stieß. Und ich wende mich besonders an einflussreiche Leute.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_08"
"Kaly","","Und einer davon ist in der Stadt. Genauer gesagt im Gefängnis. Er war der Kommandant der Garde, er erregte Respekt bei seinen Schülern. Er ist eine Autorität für dich.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_09"
"Kaly","","Und er war nicht naiv. Er glaubte, ich sollte den Thron besteigen, und Rezenhart hat gelogen. Um es nicht zu verbreiten, verurteilte ihn der König zu lebenslanger Haft und Folter im Gefängnis.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_10"
"Kaly","","Ich muss ihn da rausholen. Ich kann es nicht selbst machen, es wäre zu riskant.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_11"
"Romulus","In zwei Tagen ist mein nächster Kampf, wenn ich es nicht schaffe, werden sie mich töten.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_15_12"
"Kaly","","Wir müssen damit auskommen. Es gelang mir, die Ausrüstung des Gefängniswärters und das Dokument von einem von ihnen zu bekommen. Er sah aus wie du, sein Name war Ralf.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_13"
"Kaly","","Er soll heute Nacht Dienst haben, bis zum Morgen.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_14"
"Kaly","","Komme heute Abend zu dem Tor, durch das wir eingetreten sind.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_15"
"Kaly","","Lege aber nicht deine Ausrüstung an, wir müssen so wenig Misstrauen wie möglich erregen. Du hast die gleiche Ausrüstung wie er.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_16"
"Kaly","","Ich werde deine Ausrüstung aufbewahren, während du im Gefängnis bist.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_17"
"Kaly","","Denke daran, es gibt nur ein Ziel: Bring ihn lebend da raus. Und möglichst wenig Lärm machen.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_18"
"Kaly","","Tu so, als wärst du wirklich dieser Ralf. Ich weiß nur, dass er in letzter Zeit eine lange Pause gemacht hat. Höre, was sie zu dir sagen und was sie von Ralf erwarten würden.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_19"
"Kaly","","Schwäche die Wachen und vermeide den direkten Kampf mit den Wachen. Vermeide es, sie so weit wie möglich zu kämpfen.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_20"
"Kaly","","Stelle zunächst fest, wo sich der Hauptmann der Wache genau befindet, auf welchem Weg er herausgeführt werden kann und wie du ihn befreien kannst. Vielleicht helfen dir die anderen Gefangenen.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_21"
"Kaly","","Schlaf lieber ein bisschen. Wir haben zu lange geredet… toller Kampf, ich könnte noch lange darüber reden!                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_22"
"Romulus","Ich bin hier, um eine gute Show zu bieten!                                                                                                                     ","DIA_Kalycity_REBELQUEST1_15_23"

"","","","DIA_Naczelnik_HELLO_RALF"
"(In prison conversations, Romulus tries to act like a guard. Also to talk like that. For simplicity's sake, I will add the tag 'PRISON' to the following prison dialogues.)"
"Warden","","Ralf, du siehst heute irgendwie nicht gut aus.                                                                                                                     ","DIA_Naczelnik_HELLO_RALF_03_01"
"Romulus","Tagsüber ist es schwer zu schlafen.                                                                                                                     ","DIA_Naczelnik_HELLO_RALF_15_02"
"Warden","","Du hast eine seltsame Stimme… Aber egal, die Arbeit wartet.                                                                                                                     ","DIA_Naczelnik_HELLO_RALF_03_03"
"Warden","","Sammel die Essensrationen beim Koch und verteile sie an die Gefangenen.                                                                                                                     ","DIA_Naczelnik_HELLO_RALF_03_04"
"Romulus","Aye, Aye, Sir!                                                                                                                     ","DIA_Naczelnik_HELLO_RALF_15_05"

"","","","DIA_Kucharz_COOK_HELLO_RALF"
"(PRISON)"
"Chef","","Ralf! Wie läuft's da draußen? Wir haben dich in den letzten zwei Wochen vermisst!                                                                                                                     ","DIA_Kucharz_COOK_HELLO_RALF_03_01"
"Romulus","Es dreht sich alles um ein Gladiatorenturnier…                                                                                                                     ","DIA_Kucharz_COOK_HELLO_RALF_15_02"
"Chef","","Oh ja, zu schade, dass ich hier sitzen und Essen für diese Banditen kochen muss. Ja, ich würde mir gerne ein paar Kämpfe ansehen, eh…                                                                                                                     ","DIA_Kucharz_COOK_HELLO_RALF_03_03"
"Chef","","Übrigens, bist du gekommen, um Rationen für alle zu holen?                                                                                                                     ","DIA_Kucharz_COOK_HELLO_RALF_03_04"
"Romulus","Ja, gib sie mir, ich will es hinter mich bringen.                                                                                                                     ","DIA_Kucharz_COOK_HELLO_RALF_15_05"
"Chef","","Hier, nimm es dir bloß schnell. Das Essen riecht nach alten Socken.                                                                                                                     ","DIA_Kucharz_COOK_HELLO_RALF_03_06"
"Romulus","Eine der Zutaten?                                                                                                                     ","DIA_Kucharz_COOK_HELLO_RALF_15_07"
"Chef","","Aber natürlich, hehe!                                                                                                                     ","DIA_Kucharz_COOK_HELLO_RALF_03_08"

"","","","DIA_GuardGate_Nadzorca_WHEREAREYOUGO"
"Prison guard","","Warum läufst du hier mit dem Essen herum? Das musst du an die Gefangenen verteilen.                                                                                                                     ","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_03_01"
"Romulus","Ich dachte, du wärst hungrig.                                                                                                                     ","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_15_02"
"Prison guard","","Du solltest Essen an die Gefangenen verteilen. Was machst du hier?                                                                                                                     ","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_03_03"
"Romulus","Ich war das Essen holen.                                                                                                                     ","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_15_04"
"Prison guard","","Im Zimmer des Direktors?                                                                                                                     ","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_03_05"
"Prison guard","","Sehr lustig!                                                                                                                     ","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_03_06"

"","","","DIA_Lanko_WHEREAREYOUGO"
"(PRISON)"
"Lanko","","Der Wärter befahl dir, Essen an die Gefangenen zu verteilen.                                                                                                                     ","DIA_Lanko_WHEREAREYOUGO_03_01"
"Romulus","Ich dachte, du wärst hungrig.                                                                                                                     ","DIA_Lanko_WHEREAREYOUGO_15_02"
"Lanko","","Ich stehe nur ein paar Meter vom Koch entfernt. Sehr lustig.                                                                                                                     ","DIA_Lanko_WHEREAREYOUGO_03_03"
"Lanko","","Der Aufseher hat dir befohlen, die Schlangen zu töten.                                                                                                                     ","DIA_Lanko_WHEREAREYOUGO_03_04"
"Romulus","Ich habe eine Schlange am Eingang zum Raum gehört…                                                                                                                     ","DIA_Lanko_WHEREAREYOUGO_15_05"
"Lanko","","Sehr lustig.                                                                                                                     ","DIA_Lanko_WHEREAREYOUGO_03_06"

"","","","DIA_TOKATGUARD_MEAL"
"(PRISON)"
"Prison guard","","Du solltest Essen verteilen, wo gehst du hin?                                                                                                                     ","DIA_TOKATGUARD_MEAL_03_01"
"Romulus","Ich hatte mich verlaufen.                                                                                                                     ","DIA_TOKATGUARD_MEAL_15_02"

"","","","DIA_NONE_2300_Prisoner_FOOD"
"(PRISON)"
"Romulus","Für dich.                                                                                                                     ","DIA_NONE_2300_Prisoner_FOOD_15_01"
"Prisoner","","(gierig) Gib her!!                                                                                                                     ","DIA_NONE_2300_Prisoner_FOOD_03_02"

"","","","DIA_NONE_2301_Prisoner_FOOD"
"(PRISON)"
"Romulus","Eine Portion für dich.                                                                                                                     ","DIA_NONE_2301_Prisoner_FOOD_15_01"
"Prisoner","","Es ist seltsam, dass du es mir nicht wie früher ins Gesicht wirfst, komm schon!                                                                                                                     ","DIA_NONE_2301_Prisoner_FOOD_03_02"
